學年度,學校名稱,學制班別(日間),申請延長修業年限因素之學生人數-小計,申請延長修業年限因素之學生人數-因畢業學分未修滿因素,申請延長修業年限因素之學生人數-因未通過畢業門檻(條件)因素,申請延長修業年限因素之學生人數-因修讀雙主修因素,申請延長修業年限因素之學生人數-因修讀輔系因素,申請延長修業年限因素之學生人數-因修讀跨校學位因素,申請延長修業年限因素之學生人數-因出國學習因素,申請延長修業年限因素之學生人數-因修讀教育學程(學分學程)因素,申請延長修業年限因素之學生人數-其他因素
108,康寧學校財團法人康寧大學,五專,5,5,0,0,0,0,0,0,0
108,康寧學校財團法人康寧大學,五專,11,11,0,0,0,0,0,0,0
108,康寧學校財團法人康寧大學,五專,2,2,0,0,0,0,0,0,0
108,康寧學校財團法人康寧大學,五專,4,4,0,0,0,0,0,0,0
108,康寧學校財團法人康寧大學,學士班(日間),3,3,0,0,0,0,0,0,0
108,康寧學校財團法人康寧大學,學士班(日間),1,1,0,0,0,0,0,0,0
108,康寧學校財團法人康寧大學,學士班(日間),3,3,0,0,0,0,0,0,0
108,康寧學校財團法人康寧大學,學士班(日間),1,1,0,0,0,0,0,0,0
108,康寧學校財團法人康寧大學,五專,3,3,0,0,0,0,0,0,0
108,康寧學校財團法人康寧大學,五專,5,5,0,0,0,0,0,0,0
108,康寧學校財團法人康寧大學,學士班(日間),3,3,0,0,0,0,0,0,0
108,康寧學校財團法人康寧大學,學士班(日間),1,1,0,0,0,0,0,0,0
108,康寧學校財團法人康寧大學,五專,7,7,0,0,0,0,0,0,0
108,康寧學校財團法人康寧大學,五專,1,1,0,0,0,0,0,0,0
108,康寧學校財團法人康寧大學,學士班(日間),6,6,0,0,0,0,0,0,0
108,康寧學校財團法人康寧大學,五專,1,1,0,0,0,0,0,0,0
108,康寧學校財團法人康寧大學,五專,14,14,0,0,0,0,0,0,0
108,康寧學校財團法人康寧大學,學士班(日間),1,1,0,0,0,0,0,0,0
108,康寧學校財團法人康寧大學,學士班(日間),1,1,0,0,0,0,0,0,0
108,康寧學校財團法人康寧大學,五專,1,1,0,0,0,0,0,0,0
108,康寧學校財團法人康寧大學,五專,4,4,0,0,0,0,0,0,0
108,康寧學校財團法人康寧大學,五專,10,10,0,0,0,0,0,0,0
108,康寧學校財團法人康寧大學,學士班(日間),1,1,0,0,0,0,0,0,0
108,康寧學校財團法人康寧大學,學士班(日間),2,2,0,0,0,0,0,0,0
108,康寧學校財團法人康寧大學,學士班(日間),3,3,0,0,0,0,0,0,0
108,康寧學校財團法人康寧大學,學士班(日間),8,8,0,0,0,0,0,0,0
108,宏國學校財團法人宏國德霖科技大學,學士班(日間),2,2,0,0,0,0,0,0,0
108,宏國學校財團法人宏國德霖科技大學,學士班(日間),2,1,1,0,0,0,0,0,0
108,宏國學校財團法人宏國德霖科技大學,學士班(日間),12,12,0,0,0,0,0,0,0
108,宏國學校財團法人宏國德霖科技大學,學士班(日間),3,2,1,0,0,0,0,0,0
108,宏國學校財團法人宏國德霖科技大學,學士班(日間),1,1,0,0,0,0,0,0,0
108,宏國學校財團法人宏國德霖科技大學,學士班(日間),6,6,0,0,0,0,0,0,0
108,宏國學校財團法人宏國德霖科技大學,學士班(日間),7,7,0,0,0,0,0,0,0
108,宏國學校財團法人宏國德霖科技大學,學士班(日間),4,4,0,0,0,0,0,0,0
108,宏國學校財團法人宏國德霖科技大學,學士班(日間),2,2,0,0,0,0,0,0,0
108,宏國學校財團法人宏國德霖科技大學,學士班(日間),2,2,0,0,0,0,0,0,0
108,宏國學校財團法人宏國德霖科技大學,學士班(日間),2,2,0,0,0,0,0,0,0
108,宏國學校財團法人宏國德霖科技大學,學士班(日間),12,12,0,0,0,0,0,0,0
108,宏國學校財團法人宏國德霖科技大學,學士班(日間),4,4,0,0,0,0,0,0,0
108,宏國學校財團法人宏國德霖科技大學,學士班(日間),5,5,0,0,0,0,0,0,0
108,宏國學校財團法人宏國德霖科技大學,學士班(日間),1,1,0,0,0,0,0,0,0
108,宏國學校財團法人宏國德霖科技大學,五專,2,2,0,0,0,0,0,0,0
108,宏國學校財團法人宏國德霖科技大學,學士班(日間),2,2,0,0,0,0,0,0,0
108,宏國學校財團法人宏國德霖科技大學,五專,1,1,0,0,0,0,0,0,0
108,宏國學校財團法人宏國德霖科技大學,學士班(日間),9,9,0,0,0,0,0,0,0
108,宏國學校財團法人宏國德霖科技大學,學士班(日間),1,1,0,0,0,0,0,0,0
108,宏國學校財團法人宏國德霖科技大學,五專,1,1,0,0,0,0,0,0,0
108,宏國學校財團法人宏國德霖科技大學,五專,2,2,0,0,0,0,0,0,0
108,宏國學校財團法人宏國德霖科技大學,學士班(日間),10,10,0,0,0,0,0,0,0
108,宏國學校財團法人宏國德霖科技大學,學士班(日間),6,6,0,0,0,0,0,0,0
108,宏國學校財團法人宏國德霖科技大學,五專,7,7,0,0,0,0,0,0,0
108,宏國學校財團法人宏國德霖科技大學,五專,5,5,0,0,0,0,0,0,0
108,宏國學校財團法人宏國德霖科技大學,學士班(日間),4,4,0,0,0,0,0,0,0
108,宏國學校財團法人宏國德霖科技大學,學士班(日間),3,3,0,0,0,0,0,0,0
108,宏國學校財團法人宏國德霖科技大學,學士班(日間),8,8,0,0,0,0,0,0,0
108,東方學校財團法人東方設計大學,學士班(日間),11,11,0,0,0,0,0,0,0
108,東方學校財團法人東方設計大學,學士班(日間),1,1,0,0,0,0,0,0,0
108,東方學校財團法人東方設計大學,五專,2,2,0,0,0,0,0,0,0
108,東方學校財團法人東方設計大學,學士班(日間),3,3,0,0,0,0,0,0,0
108,東方學校財團法人東方設計大學,五專,2,2,0,0,0,0,0,0,0
108,東方學校財團法人東方設計大學,五專,3,3,0,0,0,0,0,0,0
108,東方學校財團法人東方設計大學,學士班(日間),4,4,0,0,0,0,0,0,0
108,東方學校財團法人東方設計大學,學士班(日間),1,1,0,0,0,0,0,0,0
108,東方學校財團法人東方設計大學,學士班(日間),2,1,0,0,0,0,0,0,1
108,東方學校財團法人東方設計大學,學士班(日間),9,9,0,0,0,0,0,0,0
108,東方學校財團法人東方設計大學,學士班(日間),4,4,0,0,0,0,0,0,0
108,東方學校財團法人東方設計大學,學士班(日間),3,3,0,0,0,0,0,0,0
108,東方學校財團法人東方設計大學,學士班(日間),1,1,0,0,0,0,0,0,0
108,東方學校財團法人東方設計大學,五專,2,2,0,0,0,0,0,0,0
108,東方學校財團法人東方設計大學,五專,3,3,0,0,0,0,0,0,0
108,東方學校財團法人東方設計大學,學士班(日間),2,2,0,0,0,0,0,0,0
108,東方學校財團法人東方設計大學,學士班(日間),1,1,0,0,0,0,0,0,0
108,東方學校財團法人東方設計大學,學士班(日間),7,7,0,0,0,0,0,0,0
108,東方學校財團法人東方設計大學,學士班(日間),4,4,0,0,0,0,0,0,0
108,東方學校財團法人東方設計大學,學士班(日間),1,1,0,0,0,0,0,0,0
108,東方學校財團法人東方設計大學,五專,2,2,0,0,0,0,0,0,0
108,東方學校財團法人東方設計大學,學士班(日間),4,4,0,0,0,0,0,0,0
108,東方學校財團法人東方設計大學,學士班(日間),3,2,0,0,0,0,0,0,1
108,東方學校財團法人東方設計大學,五專,2,2,0,0,0,0,0,0,0
108,東方學校財團法人東方設計大學,五專,1,1,0,0,0,0,0,0,0
108,東方學校財團法人東方設計大學,學士班(日間),2,2,0,0,0,0,0,0,0
108,東方學校財團法人東方設計大學,學士班(日間),1,1,0,0,0,0,0,0,0
108,崇右學校財團法人崇右影藝科技大學,學士班(日間),8,8,0,0,0,0,0,0,0
108,崇右學校財團法人崇右影藝科技大學,學士班(日間),5,5,0,0,0,0,0,0,0
108,崇右學校財團法人崇右影藝科技大學,學士班(日間),9,9,0,0,0,0,0,0,0
108,崇右學校財團法人崇右影藝科技大學,學士班(日間),5,5,0,0,0,0,0,0,0
108,崇右學校財團法人崇右影藝科技大學,學士班(日間),9,9,0,0,0,0,0,0,0
108,崇右學校財團法人崇右影藝科技大學,學士班(日間),23,23,0,0,0,0,0,0,0
108,崇右學校財團法人崇右影藝科技大學,學士班(日間),5,5,0,0,0,0,0,0,0
108,崇右學校財團法人崇右影藝科技大學,學士班(日間),3,3,0,0,0,0,0,0,0
108,崇右學校財團法人崇右影藝科技大學,五專,1,1,0,0,0,0,0,0,0
108,崇右學校財團法人崇右影藝科技大學,學士班(日間),25,25,0,0,0,0,0,0,0
108,崇右學校財團法人崇右影藝科技大學,學士班(日間),14,14,0,0,0,0,0,0,0
108,崇右學校財團法人崇右影藝科技大學,學士班(日間),20,20,0,0,0,0,0,0,0
108,崇右學校財團法人崇右影藝科技大學,學士班(日間),12,12,0,0,0,0,0,0,0
108,崇右學校財團法人崇右影藝科技大學,學士班(日間),10,10,0,0,0,0,0,0,0
108,崇右學校財團法人崇右影藝科技大學,學士班(日間),3,3,0,0,0,0,0,0,0
108,崇右學校財團法人崇右影藝科技大學,學士班(日間),1,1,0,0,0,0,0,0,0
108,崇右學校財團法人崇右影藝科技大學,學士班(日間),4,4,0,0,0,0,0,0,0
108,崇右學校財團法人崇右影藝科技大學,學士班(日間),12,12,0,0,0,0,0,0,0
108,崇右學校財團法人崇右影藝科技大學,學士班(日間),8,8,0,0,0,0,0,0,0
108,崇右學校財團法人崇右影藝科技大學,五專,1,1,0,0,0,0,0,0,0
108,崇右學校財團法人崇右影藝科技大學,學士班(日間),12,12,0,0,0,0,0,0,0
108,崇右學校財團法人崇右影藝科技大學,學士班(日間),5,5,0,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,學士班(日間),14,12,2,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,學士班(日間),10,9,1,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,五專,3,3,0,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,學士班(日間),1,1,0,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,學士班(日間),6,6,0,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,學士班(日間),29,25,4,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,學士班(日間),8,8,0,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,五專,4,4,0,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,五專,1,1,0,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,學士班(日間),4,4,0,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,二專(日間),1,1,0,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,學士班(日間),8,8,0,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,學士班(日間),5,2,3,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,學士班(日間),3,3,0,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,學士班(日間),4,3,1,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,學士班(日間),7,7,0,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,學士班(日間),5,5,0,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,學士班(日間),11,11,0,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,學士班(日間),3,3,0,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,五專,2,1,1,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,五專,4,4,0,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,學士班(日間),14,9,5,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,學士班(日間),5,5,0,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,五專,3,3,0,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,學士班(日間),18,16,2,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,學士班(日間),6,6,0,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,五專,4,4,0,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,五專,2,2,0,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,學士班(日間),15,12,3,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,學士班(日間),3,2,1,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,五專,9,9,0,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,五專,1,1,0,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,學士班(日間),4,2,2,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,學士班(日間),8,7,1,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,五專,2,2,0,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,學士班(日間),16,9,7,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,學士班(日間),2,2,0,0,0,0,0,0,0
108,台北海洋學校財團法人台北海洋科技大學,二專(日間),3,3,0,0,0,0,0,0,0
108,中信學校財團法人中信金融管理學院,學士班(日間),2,2,0,0,0,0,0,0,0
108,中信學校財團法人中信金融管理學院,學士班(日間),3,3,0,0,0,0,0,0,0
108,中信學校財團法人中信金融管理學院,學士班(日間),3,3,0,0,0,0,0,0,0
108,中信學校財團法人中信金融管理學院,學士班(日間),1,1,0,0,0,0,0,0,0
108,中信學校財團法人中信金融管理學院,學士班(日間),1,1,0,0,0,0,0,0,0
108,大漢技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
108,大漢技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
108,大漢技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
108,大漢技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
108,大漢技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
108,大漢技術學院,學士班(日間),6,6,0,0,0,0,0,0,0
108,大漢技術學院,學士班(日間),5,4,1,0,0,0,0,0,0
108,和春技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
108,和春技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
108,和春技術學院,五專,1,1,0,0,0,0,0,0,0
108,和春技術學院,學士班(日間),2,2,0,0,0,0,0,0,0
108,和春技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
108,和春技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
108,和春技術學院,學士班(日間),3,3,0,0,0,0,0,0,0
108,和春技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
108,和春技術學院,學士班(日間),4,4,0,0,0,0,0,0,0
108,和春技術學院,學士班(日間),4,4,0,0,0,0,0,0,0
108,和春技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
108,和春技術學院,學士班(日間),1,0,1,0,0,0,0,0,0
108,和春技術學院,學士班(日間),6,4,2,0,0,0,0,0,0
108,和春技術學院,學士班(日間),7,6,1,0,0,0,0,0,0
108,和春技術學院,學士班(日間),5,4,1,0,0,0,0,0,0
108,和春技術學院,學士班(日間),5,2,3,0,0,0,0,0,0
108,和春技術學院,學士班(日間),3,2,1,0,0,0,0,0,0
108,亞東技術學院,學士班(日間),2,2,0,0,0,0,0,0,0
108,亞東技術學院,學士班(日間),7,6,1,0,0,0,0,0,0
108,亞東技術學院,學士班(日間),6,6,0,0,0,0,0,0,0
108,亞東技術學院,學士班(日間),10,9,1,0,0,0,0,0,0
108,亞東技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
108,亞東技術學院,學士班(日間),1,0,1,0,0,0,0,0,0
108,亞東技術學院,學士班(日間),14,14,0,0,0,0,0,0,0
108,亞東技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
108,亞東技術學院,學士班(日間),13,13,0,0,0,0,0,0,0
108,亞東技術學院,學士班(日間),4,2,2,0,0,0,0,0,0
108,亞東技術學院,學士班(日間),10,7,3,0,0,0,0,0,0
108,亞東技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
108,亞東技術學院,學士班(日間),14,12,2,0,0,0,0,0,0
108,亞東技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
108,亞東技術學院,學士班(日間),23,12,11,0,0,0,0,0,0
108,亞東技術學院,學士班(日間),16,10,6,0,0,0,0,0,0
108,亞東技術學院,學士班(日間),3,2,1,0,0,0,0,0,0
108,亞東技術學院,學士班(日間),6,6,0,0,0,0,0,0,0
108,亞東技術學院,學士班(日間),7,4,3,0,0,0,0,0,0
108,南亞科技學校財團法人南亞技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
108,南亞科技學校財團法人南亞技術學院,學士班(日間),4,4,0,0,0,0,0,0,0
108,南亞科技學校財團法人南亞技術學院,學士班(日間),2,2,0,0,0,0,0,0,0
108,南亞科技學校財團法人南亞技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
108,南亞科技學校財團法人南亞技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
108,南亞科技學校財團法人南亞技術學院,學士班(日間),3,3,0,0,0,0,0,0,0
108,南亞科技學校財團法人南亞技術學院,學士班(日間),3,3,0,0,0,0,0,0,0
108,南亞科技學校財團法人南亞技術學院,學士班(日間),2,1,1,0,0,0,0,0,0
108,南亞科技學校財團法人南亞技術學院,學士班(日間),3,2,1,0,0,0,0,0,0
108,南亞科技學校財團法人南亞技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
108,南亞科技學校財團法人南亞技術學院,學士班(日間),3,3,0,0,0,0,0,0,0
108,南亞科技學校財團法人南亞技術學院,學士班(日間),2,2,0,0,0,0,0,0,0
108,南亞科技學校財團法人南亞技術學院,學士班(日間),7,7,0,0,0,0,0,0,0
108,南亞科技學校財團法人南亞技術學院,學士班(日間),5,4,1,0,0,0,0,0,0
108,南亞科技學校財團法人南亞技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
108,南亞科技學校財團法人南亞技術學院,學士班(日間),18,16,2,0,0,0,0,0,0
108,南亞科技學校財團法人南亞技術學院,學士班(日間),8,8,0,0,0,0,0,0,0
108,南亞科技學校財團法人南亞技術學院,學士班(日間),5,4,1,0,0,0,0,0,0
108,南亞科技學校財團法人南亞技術學院,學士班(日間),7,6,1,0,0,0,0,0,0
108,南亞科技學校財團法人南亞技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
108,南亞科技學校財團法人南亞技術學院,學士班(日間),17,16,1,0,0,0,0,0,0
108,南亞科技學校財團法人南亞技術學院,學士班(日間),7,4,3,0,0,0,0,0,0
108,南亞科技學校財團法人南亞技術學院,學士班(日間),8,8,0,0,0,0,0,0,0
108,南亞科技學校財團法人南亞技術學院,學士班(日間),2,2,0,0,0,0,0,0,0
108,稻江科技暨管理學院,學士班(日間),1,1,0,0,0,0,0,0,0
108,稻江科技暨管理學院,學士班(日間),3,3,0,0,0,0,0,0,0
