學年度,學校名稱,學制班別(日間),申請延長修業年限因素之學生人數-小計,申請延長修業年限因素之學生人數-因畢業學分未修滿因素,申請延長修業年限因素之學生人數-因未通過畢業門檻(條件)因素,申請延長修業年限因素之學生人數-因修讀雙主修因素,申請延長修業年限因素之學生人數-因修讀輔系因素,申請延長修業年限因素之學生人數-因修讀跨校學位因素,申請延長修業年限因素之學生人數-因出國學習因素,申請延長修業年限因素之學生人數-因修讀教育學程(學分學程)因素,申請延長修業年限因素之學生人數-其他因素
106,蘭陽技術學院,學士班(日間),3,3,0,0,0,0,0,...,0
106,蘭陽技術學院,五專,5,5,0,0,0,0,0,...,0
106,蘭陽技術學院,學士班(日間),3,3,0,0,0,0,0,...,0
106,蘭陽技術學院,五專,1,1,0,0,0,0,0,...,0
106,蘭陽技術學院,五專,1,1,0,0,0,0,0,...,0
106,蘭陽技術學院,學士班(日間),6,6,0,0,0,0,0,...,0
106,蘭陽技術學院,五專,1,1,0,0,0,0,0,...,0
106,蘭陽技術學院,五專,1,1,0,0,0,0,0,...,0
106,蘭陽技術學院,學士班(日間),3,3,0,0,0,0,0,...,0
106,蘭陽技術學院,五專,7,7,0,0,0,0,0,...,0
106,蘭陽技術學院,學士班(日間),3,2,0,0,1,0,0,...,0
106,蘭陽技術學院,五專,1,1,0,0,0,0,0,...,0
106,蘭陽技術學院,五專,5,5,0,0,0,0,0,...,0
106,蘭陽技術學院,學士班(日間),12,12,0,0,0,0,0,...,0
106,蘭陽技術學院,學士班(日間),11,11,0,0,0,0,0,...,0
106,蘭陽技術學院,五專,3,3,0,0,0,0,0,...,0
106,黎明技術學院,學士班(日間),5,4,1,0,0,0,0,...,0
106,黎明技術學院,學士班(日間),4,4,0,0,0,0,0,...,0
106,黎明技術學院,學士班(日間),8,8,0,0,0,0,0,...,0
106,黎明技術學院,學士班(日間),6,4,2,0,0,0,0,...,0
106,黎明技術學院,學士班(日間),3,1,2,0,0,0,0,...,0
106,黎明技術學院,學士班(日間),3,2,1,0,0,0,0,...,0
106,黎明技術學院,學士班(日間),16,14,2,0,0,0,0,...,0
106,黎明技術學院,學士班(日間),2,0,2,0,0,0,0,...,0
106,黎明技術學院,學士班(日間),8,6,2,0,0,0,0,...,0
106,黎明技術學院,學士班(日間),3,3,0,0,0,0,0,...,0
106,黎明技術學院,五專,6,6,0,0,0,0,0,...,0
106,黎明技術學院,五專,1,1,0,0,0,0,0,...,0
106,黎明技術學院,學士班(日間),9,7,2,0,0,0,0,...,0
106,黎明技術學院,五專,1,1,0,0,0,0,0,...,0
106,黎明技術學院,學士班(日間),3,3,0,0,0,0,0,...,0
106,黎明技術學院,學士班(日間),10,10,0,0,0,0,0,...,0
106,黎明技術學院,五專,9,9,0,0,0,0,0,...,0
106,黎明技術學院,學士班(日間),2,2,0,0,0,0,0,...,0
106,黎明技術學院,學士班(日間),3,3,0,0,0,0,0,...,0
106,黎明技術學院,學士班(日間),5,3,2,0,0,0,0,...,0
106,黎明技術學院,學士班(日間),3,3,0,0,0,0,0,...,0
106,德育學校財團法人德育護理健康學院,學士班(日間),9,9,0,0,0,0,0,...,0
106,德育學校財團法人德育護理健康學院,學士班(日間),1,1,0,0,0,0,0,...,0
106,德育學校財團法人德育護理健康學院,學士班(日間),4,4,0,0,0,0,0,...,0
106,德育學校財團法人德育護理健康學院,學士班(日間),1,1,0,0,0,0,0,...,0
106,德育學校財團法人德育護理健康學院,學士班(日間),6,6,0,0,0,0,0,...,0
106,德育學校財團法人德育護理健康學院,五專,5,5,0,0,0,0,0,...,0
106,德育學校財團法人德育護理健康學院,五專,37,37,0,0,0,0,0,...,0
106,德育學校財團法人德育護理健康學院,學士班(日間),2,2,0,0,0,0,0,...,0
106,德育學校財團法人德育護理健康學院,學士班(日間),4,4,0,0,0,0,0,...,0
106,德育學校財團法人德育護理健康學院,學士班(日間),7,7,0,0,0,0,0,...,0
106,德育學校財團法人德育護理健康學院,五專,1,1,0,0,0,0,0,...,0
106,德育學校財團法人德育護理健康學院,五專,3,3,0,0,0,0,0,...,0
106,德育學校財團法人德育護理健康學院,學士班(日間),1,1,0,0,0,0,0,...,0
106,德育學校財團法人德育護理健康學院,學士班(日間),7,7,0,0,0,0,0,...,0
106,德育學校財團法人德育護理健康學院,五專,4,4,0,0,0,0,0,...,0
106,德育學校財團法人德育護理健康學院,學士班(日間),20,20,0,0,0,0,0,...,0
106,德育學校財團法人德育護理健康學院,學士班(日間),16,16,0,0,0,0,0,...,0
106,德育學校財團法人德育護理健康學院,五專,2,2,0,0,0,0,0,...,0
106,德育學校財團法人德育護理健康學院,五專,1,1,0,0,0,0,0,...,0
106,德育學校財團法人德育護理健康學院,學士班(日間),5,5,0,0,0,0,0,...,0
106,德育學校財團法人德育護理健康學院,五專,3,3,0,0,0,0,0,...,0
106,德育學校財團法人德育護理健康學院,五專,2,2,0,0,0,0,0,...,0
106,德育學校財團法人德育護理健康學院,學士班(日間),9,8,1,0,0,0,0,...,0
106,大同技術學院,學士班(日間),1,1,0,0,0,0,0,...,0
106,大同技術學院,學士班(日間),1,1,0,0,0,0,0,...,0
106,大同技術學院,學士班(日間),1,1,0,0,0,0,0,...,0
106,大同技術學院,學士班(日間),4,4,0,0,0,0,0,...,0
106,大同技術學院,學士班(日間),3,3,0,0,0,0,0,...,0
106,大同技術學院,五專,5,5,0,0,0,0,0,...,0
106,大同技術學院,五專,2,2,0,0,0,0,0,...,0
106,大同技術學院,學士班(日間),3,3,0,0,0,0,0,...,0
106,大同技術學院,學士班(日間),4,4,0,0,0,0,0,...,0
106,大同技術學院,學士班(日間),6,6,0,0,0,0,0,...,0
106,大同技術學院,學士班(日間),2,2,0,0,0,0,0,...,0
106,大同技術學院,學士班(日間),3,3,0,0,0,0,0,...,0
106,大同技術學院,學士班(日間),5,5,0,0,0,0,0,...,0
106,大同技術學院,學士班(日間),1,1,0,0,0,0,0,...,0
106,亞太學校財團法人亞太創意技術學院,學士班(日間),2,2,0,0,0,0,0,...,0
106,亞太學校財團法人亞太創意技術學院,學士班(日間),2,2,0,0,0,0,0,...,0
106,亞太學校財團法人亞太創意技術學院,學士班(日間),4,4,0,0,0,0,0,...,0
106,亞太學校財團法人亞太創意技術學院,學士班(日間),2,2,0,0,0,0,0,...,0
106,亞太學校財團法人亞太創意技術學院,學士班(日間),2,2,0,0,0,0,0,...,0
106,亞太學校財團法人亞太創意技術學院,學士班(日間),2,2,0,0,0,0,0,...,0
106,亞太學校財團法人亞太創意技術學院,學士班(日間),3,3,0,0,0,0,0,...,0
106,亞太學校財團法人亞太創意技術學院,學士班(日間),3,3,0,0,0,0,0,...,0
106,亞太學校財團法人亞太創意技術學院,學士班(日間),1,1,0,0,0,0,0,...,0
106,亞太學校財團法人亞太創意技術學院,學士班(日間),1,1,0,0,0,0,0,...,0
106,亞太學校財團法人亞太創意技術學院,學士班(日間),4,4,0,0,0,0,0,...,0
106,亞太學校財團法人亞太創意技術學院,學士班(日間),9,9,0,0,0,0,0,...,0
106,亞太學校財團法人亞太創意技術學院,學士班(日間),3,3,0,0,0,0,0,...,0
106,臺灣觀光學院,學士班(日間),2,2,0,0,0,0,0,...,0
106,臺灣觀光學院,學士班(日間),1,1,0,0,0,0,0,...,0
106,臺灣觀光學院,學士班(日間),8,6,2,0,0,0,0,...,0
106,臺灣觀光學院,學士班(日間),1,1,0,0,0,0,0,...,0
106,臺灣觀光學院,學士班(日間),18,5,13,0,0,0,0,...,0
106,臺灣觀光學院,學士班(日間),2,0,2,0,0,0,0,...,0
106,臺灣觀光學院,二專(日間),1,0,1,0,0,0,0,...,0
106,臺灣觀光學院,學士班(日間),2,0,2,0,0,0,0,...,0
106,臺灣觀光學院,學士班(日間),5,3,2,0,0,0,0,...,0
106,臺灣觀光學院,學士班(日間),7,6,1,0,0,0,0,...,0
106,臺灣觀光學院,學士班(日間),4,3,1,0,0,0,0,...,0
106,馬偕學校財團法人馬偕醫學院,學士班(日間),1,1,0,0,0,0,0,...,0
106,馬偕學校財團法人馬偕醫學院,學士班(日間),2,2,0,0,0,0,0,...,0
106,馬偕學校財團法人馬偕醫學院,學士班(日間),1,1,0,0,0,0,0,...,0
106,馬偕學校財團法人馬偕醫學院,學士班(日間),1,1,0,0,0,0,0,...,0
106,馬偕學校財團法人馬偕醫學院,學士班(日間),3,3,0,0,0,0,0,...,0
106,法鼓學校財團法人法鼓文理學院,學士班(日間),1,1,0,0,0,0,0,...,0
106,馬偕學校財團法人馬偕醫護管理專科學校,五專,6,5,1,0,0,0,0,...,0
106,馬偕學校財團法人馬偕醫護管理專科學校,五專,7,6,1,0,0,0,0,...,0
106,馬偕學校財團法人馬偕醫護管理專科學校,五專,4,4,0,0,0,0,0,...,0
106,馬偕學校財團法人馬偕醫護管理專科學校,五專,23,23,0,0,0,0,0,...,0
106,馬偕學校財團法人馬偕醫護管理專科學校,二專(日間),1,1,0,0,0,0,0,...,0
106,馬偕學校財團法人馬偕醫護管理專科學校,二專(日間),1,1,0,0,0,0,0,...,0
106,馬偕學校財團法人馬偕醫護管理專科學校,五專,1,1,0,0,0,0,0,...,0
106,馬偕學校財團法人馬偕醫護管理專科學校,五專,17,16,1,0,0,0,0,...,0
106,馬偕學校財團法人馬偕醫護管理專科學校,五專,2,2,0,0,0,0,0,...,0
106,馬偕學校財團法人馬偕醫護管理專科學校,五專,13,13,0,0,0,0,0,...,0
106,馬偕學校財團法人馬偕醫護管理專科學校,五專,8,8,0,0,0,0,0,...,0
106,馬偕學校財團法人馬偕醫護管理專科學校,五專,13,12,1,0,0,0,0,...,0
106,仁德醫護管理專科學校,五專,3,3,0,0,0,0,0,...,0
106,仁德醫護管理專科學校,五專,4,4,0,0,0,0,0,...,0
106,仁德醫護管理專科學校,五專,9,9,0,0,0,0,0,...,0
106,仁德醫護管理專科學校,五專,58,58,0,0,0,0,0,...,0
106,仁德醫護管理專科學校,五專,11,11,0,0,0,0,0,...,0
106,仁德醫護管理專科學校,五專,13,13,0,0,0,0,0,...,0
106,仁德醫護管理專科學校,五專,19,19,0,0,0,0,0,...,0
106,仁德醫護管理專科學校,五專,36,36,0,0,0,0,0,...,0
106,仁德醫護管理專科學校,五專,39,39,0,0,0,0,0,...,0
106,仁德醫護管理專科學校,五專,35,35,0,0,0,0,0,...,0
106,仁德醫護管理專科學校,五專,16,16,0,0,0,0,0,...,0
106,仁德醫護管理專科學校,五專,31,31,0,0,0,0,0,...,0
106,仁德醫護管理專科學校,五專,1,1,0,0,0,0,0,...,0
106,仁德醫護管理專科學校,五專,2,2,0,0,0,0,0,...,0
106,仁德醫護管理專科學校,五專,1,1,0,0,0,0,0,...,0
106,仁德醫護管理專科學校,五專,7,7,0,0,0,0,0,...,0
106,仁德醫護管理專科學校,五專,30,30,0,0,0,0,0,...,0
106,仁德醫護管理專科學校,五專,19,19,0,0,0,0,0,...,0
106,仁德醫護管理專科學校,五專,1,1,0,0,0,0,0,...,0
106,仁德醫護管理專科學校,五專,4,4,0,0,0,0,0,...,0
106,樹人醫護管理專科學校,五專,1,1,0,0,0,0,0,...,0
106,樹人醫護管理專科學校,五專,18,18,0,0,0,0,0,...,0
106,樹人醫護管理專科學校,五專,4,4,0,0,0,0,0,...,0
106,樹人醫護管理專科學校,五專,14,14,0,0,0,0,0,...,0
106,樹人醫護管理專科學校,五專,66,66,0,0,0,0,0,...,0
106,樹人醫護管理專科學校,五專,17,17,0,0,0,0,0,...,0
106,樹人醫護管理專科學校,五專,8,8,0,0,0,0,0,...,0
106,樹人醫護管理專科學校,五專,13,13,0,0,0,0,0,...,0
106,樹人醫護管理專科學校,五專,12,12,0,0,0,0,0,...,0
106,樹人醫護管理專科學校,五專,20,20,0,0,0,0,0,...,0
106,樹人醫護管理專科學校,五專,18,18,0,0,0,0,0,...,0
106,樹人醫護管理專科學校,五專,5,5,0,0,0,0,0,...,0
106,樹人醫護管理專科學校,五專,12,12,0,0,0,0,0,...,0
106,樹人醫護管理專科學校,五專,6,6,0,0,0,0,0,...,0
106,樹人醫護管理專科學校,五專,1,1,0,0,0,0,0,...,0
106,樹人醫護管理專科學校,五專,3,3,0,0,0,0,0,...,0
106,慈惠醫護管理專科學校,五專,13,13,0,0,0,0,0,...,0
106,慈惠醫護管理專科學校,五專,4,4,0,0,0,0,0,...,0
106,慈惠醫護管理專科學校,五專,5,5,0,0,0,0,0,...,0
106,慈惠醫護管理專科學校,五專,72,72,0,0,0,0,0,...,0
106,慈惠醫護管理專科學校,五專,32,32,0,0,0,0,0,...,0
106,慈惠醫護管理專科學校,五專,45,45,0,0,0,0,0,...,0
106,慈惠醫護管理專科學校,五專,1,1,0,0,0,0,0,...,0
106,慈惠醫護管理專科學校,二專(日間),7,7,0,0,0,0,0,...,0
106,慈惠醫護管理專科學校,五專,26,26,0,0,0,0,0,...,0
106,慈惠醫護管理專科學校,五專,2,2,0,0,0,0,0,...,0
106,慈惠醫護管理專科學校,五專,23,23,0,0,0,0,0,...,0
106,慈惠醫護管理專科學校,二專(日間),3,3,0,0,0,0,0,...,0
106,慈惠醫護管理專科學校,五專,18,18,0,0,0,0,0,...,0
106,慈惠醫護管理專科學校,二專(日間),2,2,0,0,0,0,0,...,0
106,慈惠醫護管理專科學校,五專,14,14,0,0,0,0,0,...,0
106,慈惠醫護管理專科學校,五專,2,2,0,0,0,0,0,...,0
106,慈惠醫護管理專科學校,五專,4,4,0,0,0,0,0,...,0
106,慈惠醫護管理專科學校,二專(日間),2,2,0,0,0,0,0,...,0
106,慈惠醫護管理專科學校,五專,6,6,0,0,0,0,0,...,0
106,慈惠醫護管理專科學校,五專,7,7,0,0,0,0,0,...,0
106,耕莘健康管理專科學校,五專,9,7,2,0,0,0,0,...,0
106,耕莘健康管理專科學校,五專,9,8,1,0,0,0,0,...,0
106,耕莘健康管理專科學校,五專,6,6,0,0,0,0,0,...,0
106,耕莘健康管理專科學校,五專,47,47,0,0,0,0,0,...,0
106,耕莘健康管理專科學校,五專,2,2,0,0,0,0,0,...,0
106,耕莘健康管理專科學校,五專,38,26,12,0,0,0,0,...,0
106,耕莘健康管理專科學校,五專,3,3,0,0,0,0,0,...,0
106,耕莘健康管理專科學校,五專,9,8,1,0,0,0,0,...,0
106,耕莘健康管理專科學校,五專,16,16,0,0,0,0,0,...,0
106,敏惠醫護管理專科學校,五專,16,16,0,0,0,0,0,...,0
106,敏惠醫護管理專科學校,五專,14,14,0,0,0,0,0,...,0
106,敏惠醫護管理專科學校,五專,6,6,0,0,0,0,0,...,0
106,敏惠醫護管理專科學校,五專,38,38,0,0,0,0,0,...,0
106,敏惠醫護管理專科學校,五專,1,1,0,0,0,0,0,...,0
106,敏惠醫護管理專科學校,五專,7,7,0,0,0,0,0,...,0
106,敏惠醫護管理專科學校,五專,1,1,0,0,0,0,0,...,0
106,敏惠醫護管理專科學校,五專,6,6,0,0,0,0,0,...,0
106,高美醫護管理專科學校,五專,4,4,0,0,0,0,0,...,0
106,高美醫護管理專科學校,五專,15,15,0,0,0,0,0,...,0
106,高美醫護管理專科學校,五專,1,1,0,0,0,0,0,...,0
106,高美醫護管理專科學校,五專,3,3,0,0,0,0,0,...,0
106,高美醫護管理專科學校,五專,1,1,0,0,0,0,0,...,0
106,育英醫護管理專科學校,五專,2,2,0,0,0,0,0,...,0
106,育英醫護管理專科學校,五專,30,30,0,0,0,0,0,...,0
106,育英醫護管理專科學校,五專,2,1,1,0,0,0,0,...,0
106,育英醫護管理專科學校,五專,14,13,1,0,0,0,0,...,0
106,崇仁醫護管理專科學校,五專,2,2,0,0,0,0,0,...,0
106,崇仁醫護管理專科學校,五專,6,6,0,0,0,0,0,...,0
106,崇仁醫護管理專科學校,五專,4,4,0,0,0,0,0,...,0
106,崇仁醫護管理專科學校,五專,17,17,0,0,0,0,0,...,0
106,崇仁醫護管理專科學校,五專,11,11,0,0,0,0,0,...,0
106,崇仁醫護管理專科學校,五專,7,7,0,0,0,0,0,...,0
106,崇仁醫護管理專科學校,五專,10,10,0,0,0,0,0,...,0
106,聖母醫護管理專科學校,五專,1,1,0,0,0,0,0,...,0
106,聖母醫護管理專科學校,五專,2,2,0,0,0,0,0,...,0
106,聖母醫護管理專科學校,五專,12,12,0,0,0,0,0,...,0
106,聖母醫護管理專科學校,五專,1,1,0,0,0,0,0,...,0
106,聖母醫護管理專科學校,五專,4,4,0,0,0,0,0,...,0
106,新生醫護管理專科學校,五專,4,4,0,0,0,0,0,...,0
106,新生醫護管理專科學校,五專,3,1,0,0,0,0,0,...,2
106,新生醫護管理專科學校,五專,3,3,0,0,0,0,0,...,0
106,新生醫護管理專科學校,五專,2,2,0,0,0,0,0,...,0
106,新生醫護管理專科學校,五專,3,3,0,0,0,0,0,...,0
106,新生醫護管理專科學校,五專,5,3,0,0,0,0,0,...,2
106,新生醫護管理專科學校,五專,8,6,0,0,0,0,0,...,2
106,新生醫護管理專科學校,五專,51,49,0,0,0,0,0,...,2
106,新生醫護管理專科學校,五專,1,1,0,0,0,0,0,...,0
106,新生醫護管理專科學校,五專,11,10,0,0,0,0,0,...,1
106,新生醫護管理專科學校,五專,1,1,0,0,0,0,0,...,0
106,新生醫護管理專科學校,五專,9,4,0,0,0,0,0,...,5
106,新生醫護管理專科學校,五專,1,1,0,0,0,0,0,...,0
106,新生醫護管理專科學校,五專,5,4,0,0,0,0,0,...,1
106,臺北基督學院,學士班(日間),6,6,0,0,0,0,0,...,0
106,臺北基督學院,學士班(日間),4,4,0,0,0,0,0,...,0
106,臺北市立大學,學士班(日間),3,1,0,2,0,0,0,...,0
106,臺北市立大學,學士班(日間),5,4,0,0,0,0,0,...,1
106,臺北市立大學,學士班(日間),3,2,0,1,0,0,0,...,0
106,臺北市立大學,學士班(日間),5,2,0,1,0,0,0,...,2
106,臺北市立大學,學士班(日間),2,0,1,1,0,0,0,...,0
106,臺北市立大學,學士班(日間),4,3,0,0,0,0,0,...,1
106,臺北市立大學,學士班(日間),9,7,0,0,0,0,0,...,2
106,臺北市立大學,學士班(日間),6,6,0,0,0,0,0,...,0
106,臺北市立大學,學士班(日間),11,9,2,0,0,0,0,...,0
106,臺北市立大學,學士班(日間),2,2,0,0,0,0,0,...,0
106,臺北市立大學,學士班(日間),12,4,0,1,0,0,0,...,7
106,臺北市立大學,學士班(日間),2,2,0,0,0,0,0,...,0
106,臺北市立大學,學士班(日間),10,9,1,0,0,0,0,...,0
106,臺北市立大學,學士班(日間),2,1,1,0,0,0,0,...,0
106,臺北市立大學,學士班(日間),9,7,1,0,0,0,0,...,1
106,臺北市立大學,學士班(日間),5,1,2,0,0,0,0,...,2
106,臺北市立大學,學士班(日間),2,1,0,0,0,0,0,...,1
106,臺北市立大學,學士班(日間),6,4,1,1,0,0,0,...,0
106,臺北市立大學,學士班(日間),7,5,1,1,0,0,0,...,0
106,臺北市立大學,學士班(日間),2,1,0,0,1,0,0,...,0
106,臺北市立大學,學士班(日間),5,2,0,0,0,0,0,...,3
106,臺北市立大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,臺北市立大學,學士班(日間),2,2,0,0,0,0,0,...,0
106,臺北市立大學,學士班(日間),2,2,0,0,0,0,0,...,0
106,臺北市立大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,臺北市立大學,學士班(日間),3,3,0,0,0,0,0,...,0
106,臺北市立大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,臺北市立大學,學士班(日間),12,12,0,0,0,0,0,...,0
106,臺北市立大學,學士班(日間),2,2,0,0,0,0,0,...,0
106,臺北市立大學,學士班(日間),8,8,0,0,0,0,0,...,0
106,臺北市立大學,學士班(日間),19,17,2,0,0,0,0,...,0
106,臺北市立大學,學士班(日間),9,9,0,0,0,0,0,...,0
106,臺北市立大學,學士班(日間),38,24,14,0,0,0,0,...,0
106,臺北市立大學,學士班(日間),15,10,2,0,0,0,0,...,3
106,臺北市立大學,學士班(日間),22,15,5,0,0,0,0,...,2
106,臺北市立大學,學士班(日間),3,3,0,0,0,0,0,...,0
106,臺北市立大學,學士班(日間),12,8,2,0,1,0,0,...,1
106,臺北市立大學,學士班(日間),3,3,0,0,0,0,0,...,0
106,臺北市立大學,學士班(日間),14,11,2,0,0,0,0,...,1
106,臺北市立大學,學士班(日間),9,7,1,0,0,0,0,...,1
106,臺北市立大學,學士班(日間),5,4,1,0,0,0,0,...,0
106,臺北市立大學,學士班(日間),4,2,0,0,0,0,0,...,2
106,臺北市立大學,學士班(日間),11,8,3,0,0,0,0,...,0
106,臺北市立大學,學士班(日間),5,4,0,0,0,0,0,...,1
107,國立政治大學,學士班(日間),5,2,0,2,1,0,0,0,0
107,國立政治大學,學士班(日間),14,4,0,5,4,0,1,0,0
107,國立政治大學,學士班(日間),9,2,1,3,2,0,0,1,0
107,國立政治大學,學士班(日間),3,2,0,1,0,0,0,0,0
107,國立政治大學,學士班(日間),9,6,0,1,2,0,0,0,0
107,國立政治大學,學士班(日間),7,1,1,2,1,0,2,0,0
107,國立政治大學,學士班(日間),14,12,0,1,1,0,0,0,0
107,國立政治大學,學士班(日間),6,3,0,1,1,0,0,0,1
107,國立政治大學,學士班(日間),13,5,1,3,2,0,1,1,0
107,國立政治大學,學士班(日間),28,13,0,5,1,0,8,1,0
107,國立政治大學,學士班(日間),5,2,0,0,0,0,3,0,0
107,國立政治大學,學士班(日間),23,4,0,3,0,0,16,0,0
107,國立政治大學,學士班(日間),7,2,1,2,0,0,1,0,1
107,國立政治大學,學士班(日間),12,4,0,2,3,0,3,0,0
107,國立政治大學,學士班(日間),1,0,0,0,0,0,1,0,0
107,國立政治大學,學士班(日間),11,4,1,2,0,0,4,0,0
107,國立政治大學,學士班(日間),7,4,0,0,0,0,3,0,0
107,國立政治大學,學士班(日間),9,1,0,2,1,0,5,0,0
107,國立政治大學,學士班(日間),10,2,0,2,3,0,3,0,0
107,國立政治大學,學士班(日間),45,12,0,9,5,0,19,0,0
107,國立政治大學,學士班(日間),11,5,1,1,3,0,1,0,0
107,國立政治大學,學士班(日間),19,6,1,1,4,0,7,0,0
107,國立政治大學,學士班(日間),14,6,0,3,1,0,4,0,0
107,國立政治大學,學士班(日間),20,3,1,4,7,0,5,0,0
107,國立政治大學,學士班(日間),22,10,2,2,3,0,2,0,3
107,國立政治大學,學士班(日間),20,7,2,2,1,0,4,2,2
107,國立政治大學,學士班(日間),9,6,0,1,0,0,2,0,0
107,國立政治大學,學士班(日間),13,4,0,4,1,0,4,0,0
107,國立政治大學,學士班(日間),6,1,0,2,0,0,3,0,0
107,國立政治大學,學士班(日間),11,3,0,1,1,0,6,0,0
107,國立政治大學,學士班(日間),6,4,1,1,0,0,0,0,0
107,國立政治大學,學士班(日間),5,0,0,0,3,0,1,0,1
107,國立政治大學,學士班(日間),8,3,0,0,3,0,2,0,0
107,國立政治大學,學士班(日間),12,4,0,3,1,0,3,1,0
107,國立政治大學,學士班(日間),12,6,0,1,2,0,2,0,1
107,國立政治大學,學士班(日間),10,1,0,0,3,0,4,1,1
107,國立政治大學,學士班(日間),2,0,0,0,1,0,1,0,0
107,國立政治大學,學士班(日間),8,7,0,1,0,0,0,0,0
107,國立政治大學,學士班(日間),19,2,0,5,4,0,7,0,1
107,國立政治大學,學士班(日間),7,3,1,2,0,0,1,0,0
107,國立政治大學,學士班(日間),20,4,0,4,3,0,9,0,0
107,國立政治大學,學士班(日間),8,6,0,1,1,0,0,0,0
107,國立政治大學,學士班(日間),17,6,1,2,1,0,5,0,2
107,國立政治大學,學士班(日間),5,3,2,0,0,0,0,0,0
107,國立政治大學,學士班(日間),9,5,1,1,0,0,1,0,1
107,國立政治大學,學士班(日間),6,4,0,0,0,0,1,0,1
107,國立政治大學,學士班(日間),7,3,0,1,1,0,2,0,0
107,國立政治大學,學士班(日間),10,6,0,0,2,0,1,0,1
107,國立政治大學,學士班(日間),19,11,0,2,2,0,4,0,0
107,國立政治大學,學士班(日間),4,2,1,1,0,0,0,0,0
107,國立政治大學,學士班(日間),8,1,1,0,0,0,4,1,1
107,國立政治大學,學士班(日間),16,6,1,4,1,0,4,0,0
107,國立政治大學,學士班(日間),17,1,0,4,3,0,7,1,1
107,國立政治大學,學士班(日間),2,2,0,0,0,0,0,0,0
107,國立政治大學,學士班(日間),8,1,0,1,1,0,3,2,0
107,國立政治大學,學士班(日間),4,2,0,0,0,0,2,0,0
107,國立政治大學,學士班(日間),17,6,0,1,3,0,6,1,0
107,國立政治大學,學士班(日間),7,1,1,3,0,0,2,0,0
107,國立政治大學,學士班(日間),33,5,1,1,1,0,25,0,0
107,國立政治大學,學士班(日間),22,8,0,8,4,0,1,1,0
107,國立政治大學,學士班(日間),12,3,0,4,3,0,2,0,0
107,國立政治大學,學士班(日間),15,7,0,1,2,0,1,3,1
107,國立政治大學,學士班(日間),2,1,0,0,0,0,0,0,1
107,國立政治大學,學士班(日間),10,7,0,1,0,0,1,0,1
107,國立政治大學,學士班(日間),1,1,0,0,0,0,0,0,0
107,國立政治大學,學士班(日間),20,8,4,2,4,0,1,0,1
107,國立政治大學,學士班(日間),2,0,1,0,0,0,1,0,0
107,國立政治大學,學士班(日間),14,8,3,2,0,0,0,0,1
107,國立政治大學,學士班(日間),2,2,0,0,0,0,0,0,0
107,國立清華大學,學士班(日間),2,0,2,0,0,0,0,0,0
107,國立清華大學,學士班(日間),2,1,1,0,0,0,0,0,0
107,國立清華大學,學士班(日間),3,0,3,0,0,0,0,0,0
107,國立清華大學,學士班(日間),7,4,3,0,0,0,0,0,0
107,國立清華大學,學士班(日間),2,2,0,0,0,0,0,0,0
107,國立清華大學,學士班(日間),5,4,1,0,0,0,0,0,0
107,國立清華大學,學士班(日間),2,1,0,0,0,0,0,1,0
107,國立清華大學,學士班(日間),6,5,1,0,0,0,0,0,0
107,國立清華大學,學士班(日間),2,0,2,0,0,0,0,0,0
107,國立清華大學,學士班(日間),5,5,0,0,0,0,0,0,0
107,國立清華大學,學士班(日間),11,7,4,0,0,0,0,0,0
107,國立清華大學,學士班(日間),1,1,0,0,0,0,0,0,0
107,國立清華大學,學士班(日間),2,2,0,0,0,0,0,0,0
107,國立清華大學,學士班(日間),11,5,0,0,0,0,0,0,6
107,國立清華大學,學士班(日間),26,7,1,1,1,0,8,0,8
107,國立清華大學,學士班(日間),3,1,0,0,1,0,0,0,1
107,國立清華大學,學士班(日間),19,3,0,6,1,0,3,1,5
107,國立清華大學,學士班(日間),3,0,0,0,1,0,0,0,2
107,國立清華大學,學士班(日間),14,4,0,1,1,0,3,0,5
107,國立清華大學,學士班(日間),3,0,2,0,0,0,0,1,0
107,國立清華大學,學士班(日間),10,3,5,0,0,0,0,2,0
107,國立清華大學,學士班(日間),11,3,2,2,0,0,1,0,3
107,國立清華大學,學士班(日間),12,2,2,0,1,0,3,0,4
107,國立清華大學,學士班(日間),2,0,2,0,0,0,0,0,0
107,國立清華大學,學士班(日間),3,1,1,0,0,0,0,1,0
107,國立清華大學,學士班(日間),5,2,0,0,0,0,1,0,2
107,國立清華大學,學士班(日間),6,0,2,0,1,0,0,0,3
107,國立清華大學,學士班(日間),9,3,1,0,1,0,1,0,3
107,國立清華大學,學士班(日間),8,2,0,0,1,0,2,0,3
107,國立清華大學,學士班(日間),10,8,2,0,0,0,0,0,0
107,國立清華大學,學士班(日間),3,3,0,0,0,0,0,0,0
107,國立清華大學,學士班(日間),2,0,0,1,0,0,0,0,1
107,國立清華大學,學士班(日間),2,0,0,0,0,0,1,0,1
107,國立清華大學,學士班(日間),4,1,0,1,0,0,0,0,2
107,國立清華大學,學士班(日間),3,1,0,0,0,0,1,0,1
107,國立清華大學,學士班(日間),4,2,2,0,0,0,0,0,0
107,國立清華大學,學士班(日間),1,1,0,0,0,0,0,0,0
107,國立清華大學,學士班(日間),11,4,2,0,1,0,0,0,4
