學校名稱,在學學生數-總計,在學學生數-男,在學學生數-女,延修人數-總計,延修人數-因畢業學分未修滿因素,延修人數-因未通過畢業門檻(條件)因素,延修人數-因修讀雙主修因素,延修人數-因修讀輔系因素,延修人數-因修讀跨校學位因素,延修人數-因出國學習因素,延修人數-因修讀教育學程(學分學程)因素,延修人數-其他因素,休學人數-總計,休學人數-因傷病,休學人數-因經濟困難,休學人數-因學業成績不佳,休學人數-因志趣不合,休學人數-因工作需求,休學人數-因懷孕,休學人數-因育嬰,休學人數-因兵役,休學人數-因出國,休學人數-因論文撰寫,休學人數-因適應不良,休學人數-因家人傷病,休學人數-因考試訓練,休學人數-因逾期未註冊、繳費、選課,休學人數-其他,退學人數-總計,退學人數-因成績不佳或曠課時數過多,退學人數-因操行成績,退學人數-因志趣不合,退學人數-因逾期未註冊,退學人數-因休學逾期未復學,退學人數-因懷孕,退學人數-因育嬰,退學人數-因傷病,退學人數-因工作需求,退學人數-因經濟困難,退學人數-因生涯規劃,退學人數-其他(不含死亡),總分,排名
聖約翰科技大學,1838,1265,573,164,164,0,0,0,0,0,0,0,185,5,6,16,13,74,1,2,22,1,18,3,5,2,6,11,325,33,2,83,19,128,0,0,1,33,7,18,1,,
育英醫護管理專科學校,1923,220,1703,59,58,1,0,0,0,0,0,0,85,7,4,23,32,5,0,0,0,1,0,5,8,0,0,0,83,7,0,44,0,21,0,0,3,1,2,5,0,,
致理學校財團法人致理科技大學,11486,3828,7658,337,182,155,0,0,0,0,0,0,586,31,35,72,138,199,5,19,16,12,6,21,19,11,0,2,800,55,4,267,128,296,0,0,3,31,3,13,0,,
臺北基督學院,65,32,33,4,4,0,0,0,0,0,0,0,17,0,1,1,2,2,0,0,0,3,0,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,,
臺北市立大學,8114,3221,4893,299,202,34,7,4,0,0,47,5,729,45,32,19,51,277,14,59,6,38,99,10,26,28,3,22,441,36,0,87,145,6,0,1,1,49,4,109,3,,
臺北醫學大學,6137,2495,3642,122,99,12,9,2,0,0,0,0,471,21,10,2,172,78,4,19,0,16,59,11,50,5,0,24,298,20,0,82,12,158,0,0,1,8,1,10,6,45.6–47.9,301–350
華夏學校財團法人華夏科技大學,3500,2234,1266,106,105,0,1,0,0,0,0,0,429,19,21,6,61,101,6,4,32,3,6,12,8,4,129,17,520,30,0,147,95,214,0,0,2,17,2,8,5,,
華梵大學,1090,531,559,59,59,0,0,0,0,0,0,0,162,26,1,6,10,43,0,2,3,4,38,3,21,0,0,5,157,11,0,40,25,69,0,0,0,0,1,0,11,,
萬能學校財團法人萬能科技大學,9013,4970,4043,341,277,64,0,0,0,0,0,0,507,35,162,10,73,144,5,1,26,5,2,21,15,6,2,0,963,80,93,207,376,116,5,0,8,23,33,22,0,,
蘭陽技術學院,325,184,141,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,10,2,123,9,18,0,0,0,8,1,7,21,,
財團法人一貫道天皇基金會一貫道天皇學院,150,71,79,1,1,0,0,0,0,0,0,0,28,4,2,0,1,11,0,0,0,0,0,0,4,0,0,6,34,0,0,1,0,16,0,0,1,5,2,7,2,,
輔仁大學,25760,10429,15331,771,491,47,48,101,0,30,12,42,1634,166,28,16,412,529,13,82,10,85,219,16,5,5,17,31,1460,83,1,384,274,617,0,0,8,31,9,53,0,25.1–30.1,801–1000
輔英科技大學,9728,2609,7119,276,208,59,9,0,0,0,0,0,658,60,82,34,191,149,9,7,22,5,21,3,13,24,7,31,752,40,1,150,148,245,1,2,12,56,10,66,21,,
逢甲大學,21393,12694,8699,654,611,36,2,0,0,5,0,0,940,91,17,41,143,214,8,36,16,54,52,2,114,5,15,132,932,58,0,310,432,89,0,0,7,13,1,22,0,,
遠東科技大學,3757,2594,1163,246,205,41,0,0,0,0,0,0,385,13,27,26,44,176,5,3,36,3,5,12,8,3,1,23,473,19,1,81,125,197,0,1,2,27,2,13,5,,
醒吾學校財團法人醒吾科技大學,7517,3312,4205,302,301,0,1,0,0,0,0,0,805,46,97,150,170,215,10,5,19,21,0,39,15,9,0,9,1286,134,18,306,143,499,0,0,1,24,7,154,0,,
銘傳大學,18970,7598,11372,890,753,100,11,8,1,1,16,0,983,95,18,99,53,243,5,12,16,50,67,22,11,3,9,280,864,92,1,356,94,231,0,0,5,33,2,38,12,,
長庚大學,6930,3449,3481,173,146,14,13,0,0,0,0,0,433,11,17,0,98,95,5,8,2,17,33,0,43,0,1,103,393,22,0,200,22,108,0,0,2,9,3,26,1,25.1–30.1,801–1000
長庚學校財團法人長庚科技大學,6397,678,5719,19,19,0,0,0,0,0,0,0,199,33,5,1,46,66,4,9,0,3,7,10,4,6,2,3,125,5,0,59,0,28,0,1,4,14,1,10,3,,
長榮大學,7849,3630,4219,272,260,10,2,0,0,0,0,0,324,26,22,0,70,63,4,7,12,8,15,59,11,15,12,0,748,35,0,355,298,5,0,0,5,16,6,28,0,,
開南大學,5108,2523,2585,284,249,26,3,4,0,2,0,0,377,35,37,15,52,149,5,11,24,6,8,2,6,4,0,23,670,55,0,257,167,164,0,0,3,12,1,5,6,,
靜宜大學,12173,4768,7405,684,418,207,14,0,1,21,23,0,585,52,33,95,104,138,8,10,2,23,42,27,15,22,12,2,693,39,0,300,35,191,0,2,4,44,11,67,0,,
馬偕學校財團法人馬偕醫學院,901,288,613,8,8,0,0,0,0,0,0,0,46,5,0,0,20,10,0,0,0,3,3,0,1,0,0,4,32,0,0,20,1,10,0,0,1,0,0,0,0,,
馬偕學校財團法人馬偕醫護管理專科學校,3997,576,3421,92,91,1,0,0,0,0,0,0,108,6,7,14,52,13,3,1,1,2,0,7,2,0,0,0,259,34,14,94,19,47,0,0,2,6,3,40,0,,
高苑科技大學,3140,2095,1045,50,46,4,0,0,0,0,0,0,194,4,7,1,5,154,1,0,7,0,0,0,10,0,4,1,564,43,23,58,159,164,2,0,4,91,5,7,8,,
高雄醫學大學,6528,2670,3858,85,75,1,8,1,0,0,0,0,470,13,12,6,130,108,7,23,0,19,92,16,18,8,1,17,372,20,0,160,19,155,0,0,1,6,3,4,4,25.1–30.1,801–1000
黎明技術學院,5254,2994,2260,165,147,18,0,0,0,0,0,0,380,18,52,21,64,136,0,0,23,1,0,29,6,1,9,20,877,124,7,198,171,150,1,0,1,37,14,97,77,,
龍華科技大學,12004,8570,3434,475,355,120,0,0,0,0,0,0,506,24,54,48,94,138,5,0,30,4,3,10,10,1,4,81,1280,164,15,307,301,406,0,1,2,43,12,22,7,,
