學校名稱,在學學生數-總計,在學學生數-男,在學學生數-女,延修人數-總計,延修人數-因畢業學分未修滿因素,延修人數-因未通過畢業門檻(條件)因素,延修人數-因修讀雙主修因素,延修人數-因修讀輔系因素,延修人數-因修讀跨校學位因素,延修人數-因出國學習因素,延修人數-因修讀教育學程(學分學程)因素,延修人數-其他因素,休學人數-總計,休學人數-因傷病,休學人數-因經濟困難,休學人數-因學業成績不佳,休學人數-因志趣不合,休學人數-因工作需求,休學人數-因懷孕,休學人數-因育嬰,休學人數-因兵役,休學人數-因出國,休學人數-因論文撰寫,休學人數-因適應不良,休學人數-因家人傷病,休學人數-因考試訓練,休學人數-因逾期未註冊、繳費、選課,休學人數-其他,退學人數-總計,退學人數-因成績不佳或曠課時數過多,退學人數-因操行成績,退學人數-因志趣不合,退學人數-因逾期未註冊,退學人數-因休學逾期未復學,退學人數-因懷孕,退學人數-因育嬰,退學人數-因傷病,退學人數-因工作需求,退學人數-因經濟困難,退學人數-因生涯規劃,退學人數-其他(不含死亡),總分,排名
聖母醫護管理專科學校,2227,449,1778,51,51,0,0,0,0,0,0,0,144,13,10,36,56,10,2,3,0,2,0,9,0,0,0,3,213,16,21,70,10,87,0,0,0,2,1,4,2,,
聖約翰科技大學,2391,1655,736,206,179,27,0,0,0,0,0,0,253,4,19,18,18,86,3,4,32,0,6,3,5,4,28,23,381,33,5,110,61,118,0,0,1,8,6,35,4,,
育英醫護管理專科學校,1991,224,1767,61,58,3,0,0,0,0,0,0,81,11,4,23,36,2,0,0,1,0,0,3,1,0,0,0,73,25,1,21,0,22,0,0,1,0,0,2,1,,
致理學校財團法人致理科技大學,11576,3840,7736,328,164,164,0,0,0,0,0,0,634,46,50,97,128,159,8,22,28,15,7,23,9,26,13,3,914,134,7,144,95,453,0,1,6,15,8,50,1,,
臺北基督學院,74,32,42,7,7,0,0,0,0,0,0,0,10,0,1,2,0,1,0,0,0,1,0,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,0,,
臺北市立大學,7986,3224,4762,371,238,29,20,9,0,0,75,0,730,48,28,22,65,250,9,61,10,29,105,16,25,42,0,20,436,35,0,87,143,12,1,2,13,45,0,92,6,,
臺北醫學大學,5993,2462,3531,137,128,7,2,0,0,0,0,0,508,27,7,5,218,83,6,28,0,14,45,6,38,7,0,24,270,33,0,79,8,130,0,0,0,5,1,9,5,42.4–44.4,375.5
臺灣觀光學院,268,125,143,21,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
華夏學校財團法人華夏科技大學,4043,2543,1500,119,119,0,0,0,0,0,0,0,482,15,28,12,67,115,6,4,35,2,8,10,6,4,144,26,609,40,0,120,116,306,0,0,1,11,3,11,1,,
華梵大學,1165,600,565,81,75,4,2,0,0,0,0,0,177,22,3,11,18,32,0,1,11,3,40,1,23,0,0,12,176,19,0,31,46,64,0,0,0,0,2,0,14,,
萬能學校財團法人萬能科技大學,9691,5303,4388,310,238,72,0,0,0,0,0,0,580,45,164,8,76,183,11,3,35,8,7,23,13,4,0,0,1210,124,62,357,372,215,2,0,5,36,27,10,0,,
蘭陽技術學院,577,314,263,31,31,0,0,0,0,0,0,0,34,0,3,20,3,7,0,0,1,0,0,0,0,0,0,0,116,18,6,17,21,26,0,0,3,16,1,8,0,,
財團法人一貫道天皇基金會一貫道天皇學院,178,77,101,0,0,0,0,0,0,0,0,0,35,7,4,0,6,11,0,0,0,0,0,0,3,0,0,4,41,0,0,4,0,12,0,0,2,13,6,0,4,,
輔仁大學,25651,10523,15128,857,547,55,52,106,0,24,73,0,1890,182,39,34,506,590,14,89,14,70,264,19,3,12,15,39,1651,353,0,370,227,644,0,0,3,21,7,25,1,22.2–28.2,900.5
輔英科技大學,9791,2612,7179,275,213,45,15,2,0,0,0,0,649,63,82,41,198,146,13,10,20,4,13,9,11,17,10,12,671,52,0,158,139,211,1,2,9,38,12,48,1,,
逢甲大學,21059,12717,8342,667,580,81,1,0,0,5,0,0,919,95,20,31,168,219,10,37,45,49,71,5,87,9,9,64,952,67,0,327,476,0,0,0,14,45,10,13,0,,
遠東科技大學,4724,3261,1463,272,240,32,0,0,0,0,0,0,413,17,34,23,58,157,2,4,32,6,10,10,10,3,0,47,598,16,0,114,166,242,1,0,5,28,7,16,3,,
醒吾學校財團法人醒吾科技大學,7943,3499,4444,204,180,24,0,0,0,0,0,0,1101,55,94,242,192,318,10,7,38,30,0,47,23,16,0,29,1370,153,32,226,180,577,1,0,5,17,13,166,0,,
銘傳大學,18614,7295,11319,837,682,133,4,8,0,3,7,0,897,78,13,105,111,194,4,13,32,27,59,19,14,6,5,217,956,94,0,368,101,309,0,0,6,52,0,24,2,,
長庚大學,6811,3467,3344,163,125,21,17,0,0,0,0,0,489,13,13,0,135,95,2,11,5,13,24,0,63,0,2,113,438,30,0,195,35,148,0,0,2,5,1,15,7,22.2–28.2,900.5
長庚學校財團法人長庚科技大學,6333,645,5688,30,26,1,3,0,0,0,0,0,184,25,7,4,36,55,4,9,1,4,9,15,6,4,0,5,146,1,0,60,5,45,0,3,5,11,2,9,5,,
長榮大學,8248,3711,4537,245,234,8,2,1,0,0,0,0,440,27,41,0,179,88,4,4,14,13,29,17,6,14,4,0,689,29,0,343,251,2,0,0,4,15,13,32,0,,
開南大學,5587,2813,2774,359,280,53,8,3,0,14,0,1,408,45,39,13,45,163,5,9,29,1,6,0,7,5,0,41,719,83,0,206,165,213,0,0,1,10,3,37,1,,
靜宜大學,12018,4585,7433,693,433,201,9,6,1,20,19,4,644,42,48,86,169,139,7,12,3,13,34,22,19,26,10,14,766,52,0,345,69,227,0,0,2,18,2,51,0,,
馬偕學校財團法人馬偕醫學院,816,277,539,15,15,0,0,0,0,0,0,0,51,7,0,0,21,8,0,1,0,4,6,0,0,0,0,4,25,0,0,11,0,11,0,0,2,0,0,1,0,,
馬偕學校財團法人馬偕醫護管理專科學校,4106,588,3518,99,88,6,0,0,4,0,0,1,141,6,2,31,63,15,2,1,2,2,0,14,2,1,0,0,257,20,14,116,19,28,0,1,1,17,1,40,0,,
高苑科技大學,3510,2466,1044,0,0,0,0,0,0,0,0,0,248,4,19,3,11,172,2,1,10,2,0,1,18,0,0,5,531,77,4,102,150,85,1,1,3,74,18,8,8,,
高雄醫學大學,6490,2647,3843,117,110,0,7,0,0,0,0,0,521,11,13,7,185,101,5,24,3,11,97,16,23,11,0,14,259,5,0,37,23,184,0,0,1,4,2,2,1,22.2–28.2,900.5
黎明技術學院,5191,2979,2212,138,129,9,0,0,0,0,0,0,399,13,55,14,89,133,2,2,19,5,0,35,2,2,6,22,540,73,3,67,178,88,2,0,3,14,7,64,41,,
龍華科技大學,11606,8193,3413,392,276,116,0,0,0,0,0,0,591,47,74,40,121,175,3,3,31,1,10,8,13,1,1,63,1558,144,6,659,271,389,0,1,3,21,13,33,18,,
